,speed (m/s),speed difference (m/s),distance (m)
265,16.98909090909091,-0.36909090909090736,50.7501094049685
266,17.105454545454545,-0.3154545454545463,49.92350109600085
267,17.221818181818183,-0.16181818181818386,49.28275426420247
268,17.33818181818182,-0.008181818181821399,48.87448083489915
269,17.454545454545457,0.08545454545454234,48.70570991183567
270,17.570909090909094,0.11909090909090736,48.73654268145301
271,17.687272727272727,0.11272727272727323,48.914160423328816
272,17.803636363636365,0.15636363636363626,49.265326468925075
154,17.92,0.18999999999999773,49.79752123446131
273,18.060909090909092,0.23909090909090835,49.34823957300593
274,18.201818181818183,0.23818181818181827,49.06379590090177
275,18.342727272727274,0.20727272727272705,48.944035985065916
276,18.483636363636364,0.17636363636363583,48.90621662751393
277,18.624545454545455,0.1354545454545466,48.96465185963011
278,18.765454545454546,0.12454545454545496,49.120958102088544
279,18.906363636363636,0.14363636363636445,49.44220261641062
280,19.047272727272727,0.17272727272727195,49.92730270179377
281,19.188181818181818,0.3018181818181809,50.65792648274712
282,19.329090909090908,0.2709090909090932,51.601214910380804
155,19.47,0.20000000000000284,52.59391021747611
156,19.63,0.17999999999999972,52.78957440282776
283,19.83,0.20000000000000284,52.00051337894627
284,20.029999999999998,0.240000000000002,51.457797069822846
285,20.23,0.33999999999999986,51.20900945329792
286,20.43,0.4400000000000013,51.25542032593159
287,20.63,0.5600000000000023,51.57971386036211
288,20.83,0.610000000000003,52.198739869778464
289,21.029999999999998,0.5500000000000007,53.046230738441324
290,21.229999999999997,0.2800000000000047,53.87820607827574
291,21.43,0.0,54.644536294230896
292,21.63,-0.23999999999999844,55.36193460165571
157,21.83,-0.3099999999999987,56.11155917147522
158,21.86,-0.10999999999999943,55.88255135704178
293,22.122999999999998,-0.08299999999999841,55.01143833429657
294,22.386,0.013999999999999346,54.50080676197328
295,22.649,0.12099999999999866,54.35067674042264
296,22.912,0.1880000000000024,54.527651867550226
297,23.174999999999997,0.3150000000000013,55.08057158220893
298,23.438,0.4220000000000006,56.027125564449854
299,23.701,0.5389999999999979,57.31652757170269
300,23.964,0.6360000000000028,58.9668303642845
301,24.226999999999997,0.6130000000000031,60.96063150398785
159,24.49,0.13000000000000256,62.95317208572378
160,24.85,-0.33999999999999986,62.82051301593547
302,22.96909090909091,1.50090909090909,67.69073404230645
303,21.08818181818182,3.381818181818179,72.56030366103421
304,19.207272727272727,5.3027272727272745,77.44774165406092
305,17.326363636363638,7.0236363636363635,82.26850810219085
306,15.445454545454545,6.124545454545455,85.61759707837344
307,13.564545454545454,3.9654545454545467,85.48116294414733
308,11.683636363636364,0.48636363636363633,80.51702775637672
309,9.802727272727273,-3.452727272727273,69.890720939376
310,7.921818181818182,-5.951818181818182,53.97934638163052
311,6.040909090909089,-5.330909090909089,35.51532891957798
161,4.16,-3.8600000000000003,16.381018593951847
312,3.7827272727272727,-3.772727272727273,15.837706421747429
313,3.4054545454545453,-3.3954545454545455,15.261995031745272
314,3.0281818181818183,-3.0181818181818185,14.686166365612413
315,2.650909090909091,-2.640909090909091,14.093764041439456
316,2.2736363636363635,-2.2636363636363637,13.51805235616207
317,1.8963636363636365,-1.8763636363636365,12.942340671746418
318,1.519090909090909,-1.519090909090909,12.366628988258684
319,1.1418181818181816,-1.1318181818181816,11.7908323006185
320,0.7645454545454542,-0.7445454545454542,11.215121511912901
321,0.38727272727272677,-0.38727272727272677,10.63941082283635
162,0.01,-0.01,10.063700248921242
163,0.01,0.0,10.063700248921242
322,0.21600000000000003,-0.20600000000000002,9.854174864370439
323,0.42200000000000004,-0.41200000000000003,9.644649607803544
324,0.6280000000000001,-0.6180000000000001,9.435124487728888
325,0.8340000000000001,-0.8240000000000001,9.225599513482468
326,1.04,-1.03,9.016074695194844
327,1.2460000000000002,-1.2360000000000002,8.806550042637902
328,1.4520000000000002,-1.2320000000000002,8.662807081167438
329,1.6580000000000001,-0.42800000000000016,9.091462104239595
330,1.864,1.2059999999999997,11.09102294554262
164,2.07,2.68,14.890347767687256
165,3.94,2.4499999999999997,17.379366516945982
331,5.3925,2.5975,17.426816379861837
332,6.845000000000001,2.625,19.014065803427602
333,8.2975,2.4525000000000006,21.98942109520279
166,9.75,2.1999999999999993,26.187808304103594
334,10.552,2.4380000000000006,25.682206458591487
335,11.354,2.8760000000000012,26.33853811081833
336,12.155999999999999,3.264000000000001,28.127196001740877
337,12.958,3.482000000000001,31.028391144079727
338,13.76,3.7200000000000006,34.9931972108522
339,14.562,3.948000000000002,39.97350008794383
340,15.364,4.045999999999999,45.91815714234773
341,16.166,4.094000000000001,52.729526650087955
342,16.968,4.102,60.34399688938155
167,17.77,3.9150000000000027,68.99560509661472
343,18.381818181818183,3.918181818181818,68.45002974262243
344,18.993636363636362,3.8063636363636384,68.76296813261031
345,19.605454545454545,3.634545454545453,69.46817543874573
346,20.21727272727273,3.212727272727271,70.55115880947083
347,20.829090909090908,2.280909090909091,71.45951255513666
348,21.44090909090909,1.24909090909091,71.94467286414465
349,22.052727272727275,0.1972727272727255,71.96123938501451
350,22.664545454545454,-0.8545454545454554,71.56642628244661
351,23.276363636363634,-1.9163636363636343,70.7501729904807
352,23.888181818181817,-2.8081818181818186,69.60057623902544
168,24.5,-3.4800000000000004,68.38603128152693
169,24.13,-3.009999999999998,65.15247034031891
353,23.91272727272727,-2.68272727272727,63.84173144041813
354,23.695454545454545,-2.3804545454545476,62.70593129749805
355,23.478181818181817,-2.078181818181818,61.570321831247405
356,23.260909090909088,-1.8309090909090884,60.48476773034161
357,23.043636363636363,-1.6236363636363613,59.4242031290991
358,22.826363636363634,-1.2863636363636353,58.43105563548474
359,22.60909090909091,-0.9190909090909081,57.56933562755885
360,22.39181818181818,-0.581818181818182,56.83596631269436
361,22.174545454545452,-0.18454545454545368,56.23436080589628
362,21.957272727272727,0.3827272727272728,55.912971598966486
170,21.74,1.0899999999999999,56.02644087164079
171,21.94,1.2799999999999976,57.284374053379345
363,22.308,1.2220000000000013,56.67746981914677
364,22.676000000000002,1.1839999999999975,56.398110876738855
365,23.044,1.216000000000001,56.4335585952778
366,23.412000000000003,1.2979999999999983,56.87140936871757
367,23.78,1.379999999999999,57.706293275702066
368,24.148000000000003,1.381999999999998,58.92342968156169
369,24.516000000000002,1.0539999999999985,60.409597497941384
370,24.884,0.2759999999999998,61.6641151964758
371,25.252000000000002,-0.522000000000002,62.500965050815886
172,25.62,-1.1000000000000014,63.11948190642731
173,25.53,-1.0600000000000023,62.03683729713244
372,25.462727272727275,-0.9327272727272735,61.63461246306024
373,25.395454545454545,-0.755454545454544,61.29121319605584
374,25.328181818181818,-0.5881818181818197,61.069525626381214
375,25.26090909090909,-0.4509090909090929,60.930394196989155
376,25.193636363636365,-0.32363636363636417,60.86003848367658
377,25.126363636363635,-0.20636363636363342,60.83925608125863
378,25.05909090909091,-0.09909090909090779,60.86735493160437
379,24.991818181818182,-0.02181818181818329,60.928230050785075
380,24.924545454545456,0.11545454545454348,61.039032155486396
174,24.857272727272726,0.23272727272727423,61.20161682754745
175,24.79,0.33999999999999986,61.57915606235167
381,24.77090909090909,0.3190909090909102,61.67584726954277
382,24.75181818181818,0.30818181818181856,61.73972695945819
383,24.73272727272727,0.29727272727273046,61.77026235101605
384,24.71363636363636,0.32636363636363797,61.800951680211185
385,24.69454545454545,0.22545454545455001,61.783739701752204
386,24.675454545454546,0.08454545454545581,61.60193176691905
387,24.656363636363636,-0.0663636363636364,61.25734203732193
388,24.637272727272727,-0.27727272727272734,60.73336610015324
389,24.618181818181817,-0.4881818181818183,59.96296861116996
390,24.599090909090908,-0.5790909090909082,59.00999072644148
176,24.58,-0.5,58.04327909770104
391,24.594545454545454,-0.4645454545454548,57.82354153039114
392,24.609090909090906,-0.36909090909090736,57.687499826414275
393,24.62363636363636,-0.28363636363636147,57.66574312767507
394,24.638181818181817,-0.1281818181818153,57.79039288178803
395,24.652727272727272,0.017272727272729327,58.061576376381176
396,24.667272727272724,0.13272727272727636,58.46592386686609
397,24.68181818181818,0.14818181818181841,58.895841781968215
398,24.696363636363635,0.12363636363636488,59.34622248444823
399,24.71090909090909,0.16909090909090807,59.83841105407078
400,24.725454545454543,0.13454545454545652,60.36375511558931
177,24.74,0.14000000000000057,60.929112900448104
178,24.84,0.019999999999999574,60.99917499294995
401,24.795454545454547,-0.03545454545454518,61.13253515248118
402,24.75090909090909,-0.1009090909090915,61.161638639768086
403,24.706363636363637,-0.12636363636363868,61.10796190799254
404,24.661818181818184,-0.13181818181818272,60.96572781635131
405,24.617272727272727,-0.13727272727272677,60.82423936660085
406,24.572727272727274,-0.16272727272727394,60.59565074609023
