,speed (m/s),speed difference (m/s),distance (m)
50,13.28,0.6300000000000008,13.821720163965125
51,12.87,1.1500000000000004,14.72390491987469
52,12.88,1.0099999999999998,15.695162399784694
53,13.41,0.34999999999999964,16.364484739457364
54,13.98,-0.19000000000000128,16.421873613166408
55,13.99,-0.07500000000000107,16.301375357636676
56,13.78,0.2599999999999998,16.328452850747688
57,13.56,0.5199999999999996,16.728248741700785
58,13.25,0.875,17.512209346522063
59,13.11,1.0600000000000005,18.522478746094723
60,13.57,0.5999999999999996,19.379112624927973
61,14.18,-0.0649999999999995,19.556365716399366
62,14.82,-0.7599999999999998,19.106726949920393
63,14.95,-1.0,18.2222016131421
64,14.65,-0.5600000000000005,17.477071860216885
65,14.17,0.0600000000000005,17.079542705481224
66,13.59,0.9299999999999997,17.616988436781238
67,13.34,1.545,19.09785059212532
68,13.52,1.7300000000000004,20.657590188583463
69,14.14,1.2699999999999996,22.187685529756646
70,14.77,0.7750000000000004,23.303101805742415
71,15.26,0.41999999999999993,23.82364321129189
72,15.12,0.46000000000000085,24.23747666466162
73,14.91,0.33500000000000085,24.531543942605296
74,14.7,0.21000000000000085,25.04238720375905
75,14.85,-0.7599999999999998,24.745978621316294
76,14.49,-1.67,22.77191109602706
77,13.62,-2.0699999999999985,21.382346180577446
78,11.95,-1.6399999999999988,19.49737681678144
79,10.31,-1.084999999999999,17.557923214230833
80,9.71,-1.5700000000000003,16.670803678665827
81,9.24,-1.8600000000000003,14.98746058460247
82,8.2,-1.5649999999999995,12.720767522854212
83,6.74,-0.8500000000000005,11.836028266256982
84,5.99,-0.020000000000000462,11.5119105472883
85,5.9,0.9100000000000001,12.270679730757351
86,6.31,1.3400000000000007,12.888745856403315
87,7.04,1.62,14.370814833171334
88,7.9,1.8100000000000005,16.6231589733387
89,8.74,2.0199999999999996,17.99577490463111
90,9.54,2.2700000000000014,20.138577529925367
91,10.32,2.285,22.81447177656752
92,11.01,2.3900000000000006,24.752051318379262
93,11.68,2.49,27.182403469778123
94,12.31,2.2366666666666664,29.985481277823993
95,12.81,2.1133333333333333,32.20706644442113
96,13.32,1.9800000000000004,33.905391852498106
97,13.75,1.6899999999999995,35.74216109397446
98,14.19,1.3600000000000012,37.29984628640316
99,14.62,1.040000000000001,38.43948710604255
100,14.86,0.8300000000000001,39.35357722829354
101,15.06,0.5999999999999996,39.99200166705065
102,15.23,0.40000000000000036,40.45724838134175
103,15.31,0.46999999999999886,40.873916433138774
104,15.47,0.5299999999999994,41.481850599034416
105,15.9,0.3199999999999985,41.817098017007964
106,16.42,-0.20000000000000284,41.89074198288194
107,16.95,-0.8200000000000003,41.35697428528574
108,17.43,-1.3900000000000006,40.30338782650616
109,17.96,-2.5,38.32529108478065
110,18.03,-3.2566666666666677,34.57707897878138
111,17.68,-3.593333333333332,31.03823606033755
112,17.42,-4.020000000000001,27.838900659681297
113,17.16,-4.18,23.73320961894524
114,16.78,-4.150000000000002,19.289135620312607
115,15.29,-3.01,15.804875438941592
116,13.76,-1.379999999999999,13.771928382598004
117,13.28,-0.5099999999999998,13.255556820970119
118,12.98,0.17999999999999972,13.035718181139242
119,12.78,0.19000000000000128,13.23607707197806
120,13.02,-0.3699999999999992,12.914194694016869
121,13.35,-1.0199999999999996,12.275091338188965
122,13.17,-0.7699999999999996,11.345156368426936
123,12.75,-0.29666666666666686,10.93671396147749
124,12.35,0.15666666666666806,10.962309214012423
125,12.17,0.39000000000000057,11.251337744962028
126,12.0,0.09999999999999964,11.437257705831758
127,11.79,-0.9949999999999992,10.528169341937769
128,10.85,-1.3599999999999994,10.039707231742868
129,8.77,-0.8899999999999997,8.85483125899138
130,6.79,0.3099999999999996,7.683889018680418
131,5.76,0.5600000000000005,7.957867549440516
132,5.73,-0.1900000000000004,8.65611323656231
133,6.04,-0.3099999999999996,8.278251738963807
134,5.83,0.6899999999999995,8.843607082052587
135,5.91,1.3999999999999995,9.526200371444963
136,6.73,1.5399999999999991,10.991180208477504
137,7.74,1.5399999999999991,12.913394575391854
138,8.8,1.4899999999999984,13.823960202256687
139,9.8,1.7899999999999991,15.470203925902961
140,10.86,1.6433333333333344,18.146527627114633
141,11.9,1.5166666666666657,19.78365046867065
142,12.92,1.4100000000000001,20.425608647298425
143,13.76,1.3200000000000003,21.787362678093064
144,13.93,1.495000000000001,23.395692604281916
145,14.17,1.5999999999999996,24.92807769486752
146,14.89,1.1799999999999997,26.21405023243908
147,15.49,0.6033333333333335,27.284910970294266
148,15.97,0.1466666666666665,27.82495556060871
149,16.26,-0.120000000000001,27.973656014054352
150,16.05,-0.1800000000000015,27.836124475731708
151,15.9,-0.40000000000000036,27.337903647154366
152,15.53,-0.3999999999999986,27.08502531213873
153,15.67,-1.1500000000000004,26.312118073689856
154,15.78,-1.5766666666666662,24.59595876042567
155,16.06,-2.173333333333332,22.711653279358007
156,15.58,-2.01,20.97411558394217
157,15.12,-1.1599999999999984,19.437013806780314
158,14.47,-0.2400000000000002,19.132132801645902
159,14.06,0.4399999999999995,19.302346349224337
160,13.72,0.6399999999999988,19.88127961443429
161,13.53,0.7533333333333339,20.562021610236936
162,13.27,0.9366666666666674,21.456856776635632
163,12.93,1.200000000000001,22.675753625686227
164,12.65,1.1099999999999994,23.83672968480282
165,12.45,-0.14499999999999957,23.829432315117415
166,12.2,-1.3499999999999996,24.06384245318923
167,11.69,-3.34,21.625211833550864
168,9.94,-4.156666666666666,14.820166003271416
169,6.73,-3.5133333333333336,10.68655448274845
170,3.6,-2.95,9.866517517062821
171,1.57,-1.55,7.59462727840866
172,0.41,-0.39499999999999996,6.789282899403564
173,0.01,0.0,6.644344893234796
174,0.0,0.02,6.652754941783087
175,0.01,0.0033333333333333322,6.660985678945209
176,0.01,-0.003333333333333334,6.669216817265826
177,0.01,-0.01,6.685402160461419
