,speed (m/s),speed difference (m/s),distance (m)
50,13.64,1.1600000000000001,38.60191149792177
51,13.75,1.1600000000000001,39.793351448549174
52,14.05,0.7799999999999994,40.679827322530905
53,14.35,0.34999999999999964,41.2103204422697
54,14.63,0.05999999999999872,41.40519019877551
55,14.76,-0.16999999999999993,41.37399690608208
56,14.84,-0.3100000000000005,41.17351866335393
57,14.87,-0.33999999999999986,40.93571494759797
58,14.68,-0.08999999999999986,40.74316051746675
59,14.66,-0.1899999999999995,40.5317128905589
60,14.61,-0.08999999999999986,40.3143554813605
61,14.6,-0.16999999999999993,40.12276397838361
62,14.46,-0.09000000000000163,39.99032525398057
63,14.49,-0.21000000000000085,39.843008575753906
64,14.4,-0.08000000000000007,39.74653197370489
65,14.29,-0.009999999999999787,39.70606031345527
66,14.14,0.019999999999999574,39.6580103382825
67,14.23,-0.11000000000000121,39.634089339938704
68,14.16,-0.009999999999999787,39.6253428116375
69,14.21,-0.040000000000000924,39.64406819280137
70,14.04,0.3000000000000007,39.75016920723796
71,14.05,0.5499999999999989,40.165335456343286
72,14.18,0.620000000000001,40.730659027983315
73,14.25,0.6300000000000008,41.31438925999848
74,14.47,0.3999999999999986,41.79715836711739
75,14.67,0.1999999999999993,42.12577104871409
76,14.82,0.1899999999999995,42.32638353099566
77,14.95,0.16000000000000014,42.48237779679532
78,15.03,0.1800000000000015,42.643508361528454
79,15.14,0.14999999999999858,42.77014578662014
80,15.24,0.09999999999999964,42.88834489715875
81,15.3,0.129999999999999,43.024222395270584
82,15.34,0.15000000000000036,43.21430551866147
83,15.41,0.15000000000000036,43.43275381201134
84,15.46,0.1999999999999993,43.618109643261946
85,15.56,0.08000000000000007,43.77346579611059
86,15.65,0.049999999999998934,43.82645374986378
87,15.7,-0.019999999999999574,43.84709831770367
88,15.75,-0.10999999999999943,43.773477557327105
89,15.77,-0.16999999999999993,43.6159596559421
90,15.78,-0.16000000000000014,43.39930876051045
91,15.68,-0.1899999999999995,43.239035459016996
92,15.7,-0.16000000000000014,43.062594271241416
93,15.65,-0.25,42.85103093794686
94,15.67,-0.28999999999999915,42.6094150258413
95,15.46,-0.15000000000000036,42.37898835033143
96,15.41,-0.17999999999999972,42.15210017659579
97,15.39,-0.2599999999999998,41.957448406337356
98,15.3,-0.16000000000000014,41.72624769505119
99,15.27,-0.17999999999999972,41.53611736207643
100,15.25,-0.2699999999999996,41.327597551437684
101,15.14,-0.20000000000000107,41.12743499530636
102,15.09,-0.08999999999999986,40.97384622490139
103,15.04,-0.019999999999999574,40.942927690439994
104,14.97,0.10999999999999943,40.99428641175155
105,14.98,0.17999999999999972,41.14712453804551
106,14.97,0.3099999999999987,41.42040054087149
107,14.97,0.47999999999999865,41.84185877253106
108,15.08,0.4900000000000002,42.32055737839201
109,15.25,0.28999999999999915,42.72642827819419
110,15.32,0.28999999999999915,43.03353346121414
111,15.43,0.25,43.25461521068655
112,15.57,0.1899999999999995,43.45855306596092
113,15.67,0.22000000000000064,43.66307715618501
114,15.72,0.2400000000000002,43.8691779943024
115,15.75,0.28000000000000114,44.11142116986851
116,15.87,0.16000000000000192,44.24071778170092
117,16.01,-0.3000000000000007,44.113112709211144
118,15.96,-0.3500000000000014,43.734633347002884
119,15.85,-0.5499999999999989,43.16618439935991
120,15.84,-0.7799999999999994,42.41644603935176
121,15.68,-0.8900000000000006,41.515427429634386
122,15.54,-0.8899999999999988,40.649971314286255
123,15.32,-0.8000000000000007,39.90528357065295
124,14.97,-0.46000000000000085,39.3095985419137
125,14.79,-0.21999999999999886,38.941071007246535
126,14.56,-0.13000000000000078,38.768597210983025
127,14.37,0.08000000000000007,38.7631029482896
128,14.28,0.120000000000001,38.83477403580252
129,14.21,0.21999999999999886,39.00112863524628
130,14.2,0.20000000000000107,39.1724577115127
131,14.21,0.11999999999999922,39.34142304923483
132,14.1,0.1899999999999995,39.53622440862168
133,14.23,0.25,39.78967526828479
134,14.23,0.11999999999999922,39.98508938704729
135,14.33,-0.08000000000000007,40.05905474279521
136,14.25,-0.15000000000000036,39.93561571860271
137,14.25,-0.4900000000000002,39.55211158986972
138,14.19,-1.1999999999999993,38.641543141036315
