,speed (m/s),speed difference (m/s),distance (m)
102,20.3,-0.22000000000000242,25.541789938383435
103,21.13,-0.6400000000000006,25.158795635566754
104,21.48,-0.5399999999999991,24.524469742398004
105,21.64,-0.5700000000000003,23.96806995693619
106,21.68,-0.46999999999999886,23.43943822005419
107,21.69,-0.3200000000000003,23.07437083430869
108,22.11,0.0,22.95518565472209
109,22.3,-0.10000000000000142,22.982721552720847
110,22.73,-0.8099999999999987,22.484525281701163
111,22.55,-1.0500000000000007,21.53735544264908
112,22.32,-0.8399999999999999,20.535113015946884
113,22.02,-0.3200000000000003,19.99339793398987
114,21.81,-0.1999999999999993,19.773313057956628
115,21.81,-0.010000000000001563,19.68030314434376
116,21.81,0.17999999999999972,19.59078399101159
117,21.67,0.8699999999999974,20.223107912815056
118,21.87,1.0799999999999983,21.172994452894592
119,22.36,1.2800000000000011,22.346744541808626
120,22.81,1.8000000000000007,23.94218797232029
121,23.28,1.6799999999999997,25.764215639557907
122,23.71,1.1699999999999982,27.169588610898103
123,24.38,0.8000000000000007,28.044685772079866
124,24.88,0.3200000000000003,28.644589851913924
125,25.14,-0.21999999999999886,28.59833484388308
126,25.12,-0.5800000000000018,28.183999593952862
127,25.4,-1.1899999999999977,27.347869060418418
128,25.54,-1.5,25.880115463865025
129,25.32,-1.0399999999999991,24.619208473165187
130,24.97,-0.4299999999999997,23.911385209546907
131,24.58,-0.0799999999999983,23.71133843593893
132,24.28,-0.120000000000001,23.64351777135003
133,24.12,-0.060000000000002274,23.505104308133085
134,23.85,0.379999999999999,23.662470967002236
135,23.53,0.8499999999999979,24.269315732741145
136,23.3,1.5899999999999999,25.55049880108347
137,23.69,1.2300000000000004,27.043198838258387
138,24.1,0.5599999999999987,27.915784539180102
139,24.43,0.28000000000000114,28.265164959311996
140,24.47,0.370000000000001,28.57758562957802
141,24.35,0.36999999999999744,28.94251956130126
142,24.31,0.20000000000000284,29.21779379283724
143,24.61,-0.129999999999999,29.22340170623752
144,24.93,-0.379999999999999,28.927307246660682
145,24.8,-0.25,28.62419179334845
146,24.56,-0.1999999999999993,28.399763735058304
147,24.53,-0.41000000000000014,28.117041871172844
148,24.69,-1.0500000000000007,27.30885394138523
149,24.42,-1.1500000000000021,26.14233012698205
150,24.05,-0.7800000000000011,25.16420801279123
151,23.67,-0.39000000000000057,24.60616599243455
152,23.3,-0.1700000000000017,24.347248109629497
153,23.34,0.129999999999999,24.312304222619765
154,23.08,0.8200000000000003,24.832647853440136
155,22.83,1.2000000000000028,25.90674376081861
156,22.76,1.0299999999999976,27.06939175437651
157,22.65,1.0700000000000003,28.080023168625065
158,22.37,1.7349999999999959,29.79027421949486
159,22.38,2.1099999999999994,31.692216426994325
160,22.74,1.7633333333333319,33.39232435491597
161,23.42,1.096666666666664,34.5891697925595
162,24.23,0.3000000000000007,35.01520936631902
163,24.3,0.2433333333333323,35.027875390283704
164,24.34,0.216666666666665,34.97056762249378
165,24.34,0.23000000000000043,34.91151171510516
166,24.57,-0.259999999999998,34.69879968847365
167,24.64,-0.5899999999999999,34.32346315393602
168,24.48,-0.17999999999999972,33.9619398450138
169,24.33,-0.029999999999997584,33.86118268652659
170,24.18,0.10000000000000142,33.91016326496926
171,24.2,0.03999999999999915,34.00542532461467
172,24.27,-0.120000000000001,33.95180063545373
173,24.23,-0.19000000000000128,33.75382959828298
174,24.1,-0.20000000000000284,33.53510339956071
175,24.18,-0.21000000000000085,33.33746078584621
176,24.35,-0.370000000000001,33.047005268065234
177,24.26,-0.4200000000000017,32.61530571687025
178,24.22,-0.5,32.15816529984562
179,24.21,-0.10000000000000142,31.731872946858537
180,23.98,1.0899999999999999,32.30515847843643
181,23.79,1.7200000000000024,33.79597064195608
182,23.93,1.6900000000000013,35.61278916740855
183,24.37,0.9699999999999989,36.90608693369307
184,24.73,0.629999999999999,37.76913375619208
185,25.1,-0.08000000000000185,37.98878583441316
186,25.46,-0.7800000000000011,37.511745952966
187,25.41,-0.7300000000000004,36.64935645433977
188,25.25,-0.21000000000000085,36.20161945652497
189,25.13,0.870000000000001,36.58030144057295
190,25.37,1.1099999999999994,37.77670684323522
191,25.68,0.4800000000000004,38.54961938821297
192,26.36,-0.5799999999999983,38.453639385404095
