,speed (m/s),speed difference (m/s),distance (m)
72,24.4,-0.889999999999997,33.52856779199047
73,24.34,-0.7100000000000009,32.65604035163648
74,24.77,-0.879999999999999,32.02684160756834
75,24.67,-0.5300000000000011,31.271905668116133
76,24.13,0.3500000000000014,31.26058421689026
77,23.67,1.1899999999999977,32.09261157824412
78,23.58,1.6300000000000026,33.62648323235174
79,24.47,1.2100000000000009,35.07441470714202
80,25.54,0.5600000000000023,35.964926606688294
81,26.6,-0.15000000000000213,36.16205616150124
82,27.45,-0.5899999999999999,35.81987503297763
83,28.2,-1.0700000000000003,35.00848475348561
84,28.19,-0.8900000000000006,34.01564822935813
85,27.68,-0.3000000000000007,33.522629076275024
86,27.16,0.16000000000000014,33.52795007474746
87,26.63,0.4299999999999997,33.89773675828547
88,26.12,0.7199999999999989,34.524251739001826
89,25.62,0.9399999999999977,35.38436430417879
90,25.12,1.2199999999999989,36.50523781799039
91,24.61,1.620000000000001,37.97890932678369
92,24.11,1.9100000000000001,39.75180857970508
93,23.83,2.1300000000000026,41.82144049322928
94,24.2,1.6500000000000021,43.68466269778156
95,24.65,1.0,45.004170588917574
96,24.63,1.0800000000000018,46.049097434482434
97,24.53,1.0299999999999976,47.07908164193284
98,24.6,0.8299999999999983,48.06248296712283
99,25.03,0.00999999999999801,48.34592475767521
100,24.9,-0.259999999999998,48.195170290694115
101,24.77,-0.5500000000000007,47.74622490206364
102,25.16,-1.3900000000000006,46.68763267039606
103,25.09,-1.8099999999999987,44.97948782550011
104,24.91,-2.1099999999999994,42.99463283559693
105,25.25,-3.34,40.326343975891895
106,24.76,-4.210000000000001,36.34660195398919
282,22.65,-3.4599999999999973,33.54897118861706
107,20.54,-2.629999999999999,29.454680157390705
283,18.896666666666665,-2.1466666666666647,29.088424047912177
284,17.253333333333334,-1.4033333333333342,27.673118534396984
108,15.61,-0.33999999999999986,25.529482949366283
109,15.0,-0.15000000000000036,25.27128957093092
110,15.11,-0.3999999999999986,24.969462878605057
111,15.14,-0.08000000000000007,24.61234258067595
112,14.92,0.9299999999999997,25.142149517407077
113,15.0,1.6999999999999993,26.555501248542257
114,16.21,1.4899999999999984,28.2971164284059
115,17.82,0.9299999999999997,29.528038818894917
116,19.33,0.41000000000000014,30.100368732577202
117,19.57,1.1099999999999994,30.836542944769178
118,19.9,1.620000000000001,32.50798369233291
119,21.28,1.0899999999999999,33.87092228941408
120,22.7,0.28000000000000114,34.519964539474344
121,23.73,-0.21999999999999886,34.390394660018224
122,23.28,0.6600000000000001,34.67758718798574
123,23.61,0.629999999999999,35.47231147155245
124,23.7,0.7699999999999996,36.171056876258156
125,23.29,1.240000000000002,37.15357442846511
126,22.78,1.7399999999999984,38.65936411436123
127,22.72,1.7100000000000009,40.48607738716222
128,23.68,0.6799999999999997,41.69664425635809
129,24.78,-0.4800000000000004,41.77808136329356
130,25.74,-1.5399999999999991,40.69764133942148
131,25.44,-1.3100000000000023,39.31547634661194
132,25.2,-1.2199999999999989,38.171575392530784
133,25.46,-1.7200000000000024,36.6488822345493
134,25.61,-2.1099999999999994,34.695103072351216
135,25.02,-1.629999999999999,32.86737795594487
136,24.33,-1.0,31.559034803529464
137,23.96,-0.6400000000000006,30.71488972627307
138,23.77,-0.35999999999999943,30.276516578807474
139,23.59,0.16000000000000014,30.16548693663775
140,23.87,0.2799999999999976,30.504672593231934
141,24.46,0.3099999999999987,30.742097308734245
142,24.24,1.1300000000000026,31.511821175462355
143,24.03,1.8200000000000003,33.09053599250712
