,follower_speed,spacing,speed_diff
38612,5.403333333,13.168467393067127,2.25
38622,6.21,15.739442105299089,2.8500000000000005
38632,7.0188888889999985,18.906999805932664,3.3244444410000007
38642,7.967777777999999,22.39222810205911,3.6266666620000008
38652,9.006666666000001,26.14783820617577,3.8922222239999993
38662,10.23,30.050219063270173,3.92555556
38672,11.53666667,34.00054764264566,4.005555549999999
38682,12.88777778,38.032091445009286,4.058888889999999
38692,14.21777778,42.12290484631782,4.12555555
38702,15.51666667,46.274015774567616,4.176666660000002
38712,16.85,50.44934839369417,4.145555559999998
38722,18.16555556,54.40935735777646,3.7133333299999975
38732,19.45111111,57.776781245859745,2.9355555600000014
38742,20.7,60.215665368780535,1.898888890000002
38752,21.81444444,61.523313984615115,0.6766666699999995
38762,22.76333333,61.56970904274,-0.5666666599999992
38772,23.21,60.59279458963014,-1.3466666700000012
38782,23.25333333,59.055687583871155,-1.6933333300000015
38792,23.25444444,57.21494484738861,-2.00333333
38802,23.28888889,54.97168166278908,-2.4555555600000005
38812,23.31666667,52.27416702606034,-2.937777780000001
38822,23.33888889,49.0767688328764,-3.4411111100000014
38832,23.24888889,45.43954078060644,-3.811111109999999
38842,22.79333333,41.627035117232815,-3.7399999999999984
38852,21.78111111,38.173977002079674,-3.0622222200000024
38862,20.20555556,35.75103440340536,-1.7377777800000018
38872,18.96333333,34.618792140028965,-0.6611111100000002
38882,18.91111111,33.99750442999391,-0.6977777799999991
38892,18.92888889,33.25051539286362,-0.7399999999999984
38902,19.06,32.45195701086559,-0.8355555599999995
38912,19.17777778,31.57631771218768,-0.8433333400000009
38922,19.19666667,30.801817272737413,-0.6988888899999992
38932,19.29,30.16743932200267,-0.56555556
38942,19.42333333,29.647133927547692,-0.4366666599999966
38952,19.56666667,29.25360744177357,-0.3133333399999998
38962,19.70444444,29.007886247862093,-0.18444444
38972,19.90666667,28.85324744283631,-0.1466666699999983
38982,20.26111111,28.629832836191078,-0.3000000000000007
38992,20.56444444,28.251955826890725,-0.4388888800000003
39002,20.80333333,27.736954074955,-0.5688888900000002
39012,20.91222222,27.11714375088997,-0.6322222199999992
39022,20.93888889,26.47464471440079,-0.6344444500000002
39032,21.00444444,25.80110155230525,-0.7044444399999996
39042,21.09333333,25.01899861921689,-0.8033333300000011
39052,21.07,24.220497583090662,-0.7699999999999996
39062,21.02666667,23.46237459917953,-0.7766666700000009
39072,20.75222222,22.72184510284304,-0.6922222200000014
39082,20.44555556,22.054062492995733,-0.7144444499999985
39092,20.39888889,21.15772967910853,-1.0944444499999977
39102,19.93666667,20.0199459948818,-1.1166666700000007
39112,19.37111111,18.94843925207388,-1.0700000000000005
39122,18.74222222,17.98514861698603,-0.8255555499999971
39132,18.13555556,17.346766473751938,-0.4422222299999987
39142,17.69666667,17.074577830920187,-0.1166666700000007
39152,17.44444444,17.071542168736066,0.0877777799999997
39162,17.38,17.20480966210752,0.1500000000000021
39172,17.35111111,17.37034328310595,0.2055555599999969
39182,17.31222222,17.63492134511477,0.3466666700000012
39192,17.29888889,18.07234894926582,0.5177777799999994
39202,17.39222222,18.63339112262136,0.6144444500000006
39212,17.57111111,19.239707589584967,0.629999999999999
39222,17.79444444,19.847489953035407,0.5800000000000018
39232,18.01555556,20.424947807361352,0.5444444399999995
39242,18.23666667,21.00802035825245,0.564444439999999
39252,18.46888889,21.58985274452902,0.5988888900000013
39262,18.77,22.156818173421502,0.5566666700000021
39272,19.12,22.670729627509125,0.4611111099999974
39282,19.46333333,23.08042684004507,0.3377777799999997
39292,19.76,23.325428969558487,0.1877777799999975
39302,19.94666667,23.437009405217903,0.1111111099999995
39312,19.97333333,23.53752209739735,0.1433333400000016
39322,19.99,23.67695954663055,0.12000000000000098
39332,20.00111111,23.750968519817675,0.0
39342,20.07333333,23.681858123975964,-0.1733333300000019
39352,20.10222222,23.450558231234776,-0.3222222200000004
39362,19.99222222,23.098517204160892,-0.3455555500000002
39372,19.79333333,22.777058209434628,-0.2555555500000004
39382,19.57222222,22.54281473667266,-0.1288888899999989
39392,19.39555556,22.423843867755355,-0.0633333399999998
39402,19.26444444,22.35953481896347,-0.0333333299999978
39412,19.18666667,22.33411221205493,-0.0077777800000014
39422,19.12555556,22.323766101227992,-0.0255555599999972
39432,19.07777778,22.23044229383946,-0.1344444500000001
39442,19.04666667,21.937795658782072,-0.3522222299999988
39452,18.8,21.547658726025663,-0.3488888900000013
39462,18.52444445,21.155162409729066,-0.3644444500000006
39472,18.17555556,20.753588708225006,-0.3677777800000008
39482,17.76111111,20.35618306192757,-0.3755555500000014
39492,17.25555556,19.984887862097125,-0.3011111100000008
39502,16.77,19.72333086375718,-0.1755555599999994
39512,16.33888889,19.59543981739576,0.0333333300000013
39522,15.95333333,19.752630018025112,0.4133333400000012
39532,15.86333333,20.242607211583227,0.5766666700000016
39542,15.92,20.820272882636285,0.6566666700000017
39552,16.03777778,21.511400070761344,0.8511111100000015
39562,16.34777778,22.426788945412326,1.0677777699999993
39572,16.85777778,23.49848967379039,1.1766666600000022
39582,17.54,24.60499743582841,1.121111110000001
39592,18.33,25.58684106781355,0.8566666700000027
39602,19.12,26.20139046282701,0.4199999999999981
39612,19.73555555,26.40238669988461,0.0088888899999979
39622,20.24666667,26.206176231735743,-0.4011111099999986
39632,20.44777778,25.71848048371817,-0.5355555599999988
39642,20.47,25.22905036360232,-0.4866666699999982
39652,20.55555556,24.739797470407964,-0.4955555599999997
39662,20.54222222,24.26489724356381,-0.4322222199999999
39672,20.48666667,23.85041119236433,-0.3566666700000027
39682,20.43666667,23.511549705698123,-0.2988888900000006
39692,20.41222222,23.20500045167542,-0.2922222199999993
39702,20.36777778,22.866307647085772,-0.3599999999999994
39712,20.32666667,22.409116242625302,-0.5466666700000005
39722,20.13888889,21.80878163861825,-0.6500000000000021
39732,19.76888889,21.16161078898175,-0.6622222200000003
39742,19.32777778,20.49074449531322,-0.7411111100000021
39752,18.73777778,19.709342527990785,-0.8555555599999991
39762,18.04666667,18.89127561258716,-0.778888890000001
39772,17.33333333,18.23566740451448,-0.5655555499999991
39782,16.43222222,17.852790641245516,-0.1077777699999984
39792,15.85444445,17.943704238534167,0.2566666599999987
39802,15.51222222,18.290393267799487,0.5777777799999999
39812,15.39555556,18.94729409389368,0.7555555499999986
39822,15.48,19.695047621638626,0.8077777799999986
39832,15.69555555,20.511818407049986,0.8866666699999985
39842,15.99111111,21.500068626356157,1.0811111100000002
39852,16.59888889,22.58772119218698,1.09111111
39862,17.24222222,23.676816013642203,1.09
39872,17.95666667,24.717620713178487,0.962222220000001
39882,18.77,25.501125339066878,0.6288888899999989
39892,19.48333333,25.945609045077056,0.2822222199999977
39902,20.11,26.03597724930945,-0.0888888899999997
39912,20.52888889,25.79477443373109,-0.3677777800000008
39922,20.71222222,25.34045925887549,-0.5122222200000017
39932,20.7,24.81763618105603,-0.528888890000001
39942,20.75888889,24.22213514464484,-0.6900000000000013
39952,20.67,23.47312435449531,-0.7822222200000013
39962,20.42444445,22.72665197297772,-0.7255555600000001
39972,20.10666667,22.050894169615766,-0.6122222199999996
39982,19.68,21.542921723401122,-0.3922222200000007
39992,19.32222222,21.23793784156998,-0.2477777799999998
40002,19.00555556,21.03304936839113,-0.15888889
40012,18.68,20.93374936289152,-0.0377777799999989
40022,18.36555556,21.008687029569078,0.1644444400000004
40032,18.1,21.28963624353208,0.3599999999999994
40042,18.00111111,21.720494159059445,0.4577777800000007
40052,18.01,22.184033286008678,0.4611111099999974
40062,17.98111111,22.713109764025315,0.5977777800000013
40072,18.06,23.37477785779197,0.7033333299999995
40082,18.22333333,24.109130014711962,0.7311111100000005
40092,18.51888889,24.784503179925647,0.5899999999999999
40102,18.89444444,25.23817990787046,0.3055555599999984
40112,19.16555556,25.410610057721282,0.0444444399999994
40122,19.28444444,25.33687425224633,-0.1922222200000014
40132,19.28111111,25.025280379585336,-0.4466666600000017
40142,19.29555556,24.411931787992238,-0.7466666699999998
40152,18.89111111,23.70727372959388,-0.5877777799999997
40162,18.53555556,23.188758040902915,-0.4833333399999979
40172,18.19,22.75155670544137,-0.42666667000000297
40182,17.85111111,22.33792707472868,-0.4066666600000026
40192,17.50777778,21.926892762575804,-0.3811111100000026
40202,17.13444445,21.563572688109613,-0.2977777800000005
40212,16.78111111,21.348715436605037,-0.1255555500000014
40222,16.50111111,21.35625199251324,0.1088888899999993
40232,16.38333333,21.571483331776616,0.2566666700000013
40242,16.39111111,21.86296299754711,0.3233333300000005
40252,16.45,22.22788587312152,0.4200000000000017
40262,16.58111111,22.70532829700786,0.5877777800000032
40272,16.82333333,23.41685491633309,0.8111111099999988
40282,17.34777778,24.230533027299337,0.7766666600000001
40292,17.93777778,24.915980498851052,0.6466666599999975
40302,18.53333333,25.46851746966443,0.4755555600000001
40312,19.12333333,25.851454438339864,0.2544444499999976
40322,19.63333333,26.012409673178702,0.0588888900000021
40332,20.01222222,25.99116946269996,-0.0877777800000032
40342,20.28555555,25.82592568897088,-0.1977777700000018
40352,20.47222222,25.55846428499024,-0.27555555
40362,20.53,25.22942571341902,-0.3388888899999998
40372,20.55111111,24.870340890347272,-0.3833333299999992
40382,20.66,24.36938922736061,-0.6055555599999991
40392,20.65333333,23.6846544321683,-0.7733333299999998
40402,20.47444445,22.897930468033145,-0.8266666700000016
40412,20.15,22.115254522506827,-0.7611111099999981
40422,19.74,21.461990424537465,-0.6199999999999974
40432,19.35333333,20.94294117624574,-0.5111111100000016
40442,18.95,20.47775940123432,-0.4199999999999981
40452,18.53333333,20.056042155640363,-0.386666660000003
40462,18.08666667,19.674073950088005,-0.2944444500000003
40472,17.65444445,19.428433164296653,-0.2011111200000002
40482,17.26888889,19.251558879424906,-0.1388888900000005
40492,16.86444445,19.133413893494858,-0.0544444500000018
40502,16.51555556,19.10598093164816,0.0022222200000001
40512,16.20666667,19.165683227402198,0.1055555499999982
40522,15.93111111,19.371038586516192,0.28888888999999895
40532,15.78222222,19.74555689334776,0.4277777800000013
40542,15.79333333,20.23422551586205,0.5466666700000005
40552,15.85333333,20.962405996946487,0.9511111100000011
40562,16.22333333,22.11688982715476,1.2811111100000012
40572,16.88444444,23.42194373653956,1.3188888900000002
40582,17.65777778,24.66494499738237,1.146666660000001
40592,18.53666666,25.60789940872437,0.7533333399999975
40602,19.31,26.14184139080821,0.3455555500000002
40612,19.93,26.300444182198824,0.0133333300000018
40622,20.42,26.200840129456374,-0.2166666700000021
40632,20.75222222,25.889618862998468,-0.4022222199999987
40642,20.91666667,25.42750578623094,-0.4655555600000021
40652,20.91555556,24.976427425231837,-0.4177777800000015
40662,20.98777778,24.464669708414984,-0.6099999999999994
40672,21.06333333,23.706432986123342,-0.8811111099999991
40682,20.90666667,22.752509686700783,-1.0244444500000007
40692,20.42777778,21.680719298049546,-1.0722222200000004
40702,19.67555556,20.69077935568324,-1.0866666699999996
40712,19.06333334,19.43989674746325,-1.40777778
40722,18.21,18.01029390295005,-1.3444444400000002
40732,17.17888889,16.873916383043078,-0.8311111099999984
40742,16.21444445,16.370247860319974,-0.1655555599999978
40752,15.51222222,16.495685619150088,0.3922222200000007
40762,15.27111111,17.042854286109478,0.6088888900000011
40772,15.28333333,17.670317420618943,0.6766666700000012
40782,15.33333333,18.420309227215927,0.8499999999999996
40792,15.52222222,19.36707606723982,1.0188888899999995
40802,15.90444444,20.460022633318147,1.117777779999999
40812,16.51222222,21.554094661319507,1.0311111099999977
40822,17.13,22.51982506003082,0.898888890000002
40832,17.78666666,23.293065285461232,0.6611111199999975
40842,18.35444444,23.82247264167368,0.4055555599999998
40852,18.79222222,24.11667714941534,0.1788888899999996
40862,19.06333333,24.231046257757807,0.0533333400000017
40872,19.20333333,24.25966825082489,0.0088888900000014
40882,19.21111111,24.313842816628604,0.1122222199999996
40892,19.27333333,24.458337192846212,0.1555555599999998
40902,19.38777778,24.636722194644125,0.21222222000000102
40912,19.54666667,24.87566768925858,0.3011111100000008
40922,19.67888889,25.225901833957003,0.4577777800000007
40932,19.85,25.75002039832324,0.5744444399999971
40942,20.24222222,26.25385684061861,0.4144444500000013
40952,20.61111111,26.505285949227506,0.1088888899999993
40962,20.84666667,26.42351057161323,-0.2733333400000006
40972,20.89555556,25.907047085317945,-0.7077777799999971
40982,20.76777778,25.035698779908056,-0.962222220000001
40992,20.20777778,24.080517835331968,-0.9422222200000014
41002,19.59222222,23.082263643860077,-1.0766666600000008
41012,18.84444445,21.93995747440832,-1.1622222200000003
41022,17.93888889,20.809708890652324,-1.0111111100000016
41032,16.94666667,19.998316144185573,-0.5511111100000008
41042,16.11333334,19.69037366188345,-0.0622222299999997
41052,15.54111111,19.874723514906407,0.40888889
41062,15.41222222,20.418749684496213,0.594444450000001
41072,15.44444444,21.05424948936113,0.708888889999999
41082,15.62666667,21.82672859035101,0.826666659999999
41092,16.01888889,22.668137885661768,0.8211111100000004
41102,16.55666666,23.451882502541572,0.7300000000000004
41112,17.1,24.13294550748407,0.6288888899999989
41122,17.69333333,24.676906266303845,0.4544444499999969
41132,18.26222222,25.033566911660785,0.2655555599999992
41142,18.74888889,25.226628883078128,0.1288888899999989
41152,19.13,25.338518019169417,0.0688888900000002
41162,19.60222222,25.28689171086343,-0.14888889000000197
41172,19.94111111,25.074141733149595,-0.2366666700000017
41182,20.11111111,24.88315895871598,-0.16777777999999802
41192,20.33666667,24.70413445333396,-0.2411111199999993
41202,20.47444444,24.45275457280809,-0.31444443999999894
41212,20.45555556,24.158375343944282,-0.3155555599999999
41222,20.47888889,23.797825348152085,-0.3911111100000006
41232,20.58111111,23.2874913292842,-0.5877777799999997
41242,20.58222222,22.606335655941947,-0.7122222199999975
